id,Z-0_MD_AA,Z-1_MD_AA,Z-2_MD_AA,Z-3_MD_AA,Z-4_MD_AA,Z-5_MD_AA,Z-6_MD_AA,I-0_MD_AA,I-1_MD_AA,I-2_MD_AA,I-3_MD_AA,I-4_MD_AA,I-5_MD_AA,I-6_MD_AA,T-0_MD_AA,T-1_MD_AA,T-2_MD_AA,T-3_MD_AA,T-4_MD_AA,T-5_MD_AA,T-6_MD_AA,S-0_MD_AA,S-1_MD_AA,S-2_MD_AA,S-3_MD_AA,S-4_MD_AA,S-5_MD_AA,S-6_MD_AA,chi-0_MD_AA,chi-1_MD_AA,chi-2_MD_AA,chi-3_MD_AA,chi-4_MD_AA,chi-5_MD_AA,chi-6_MD_AA
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,266.0,566.0,1429.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,48.0,27.0,0.0,0.0,0.0,2.04,5.51,19.64,9.9,0.0,0.0,0.0,-0.68,-3.69,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,256.0,430.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,14.0,6.0,0.0,0.0,1.72,4.52,8.22,5.76,2.2,0.0,0.0,-0.71,-2.24,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,282.0,423.0,723.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,16.0,32.0,0.0,0.0,0.0,2.76,4.14,8.13,11.7,0.0,0.0,0.0,-2.38,-3.57,-3.34,-0.84,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,263.0,496.0,1424.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,45.0,36.0,0.0,0.0,0.0,2.2,4.78,19.22,13.2,0.0,0.0,0.0,-2.11,-2.94,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,322.0,284.0,586.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,24.0,16.0,0.0,0.0,0.0,3.04,2.72,7.16,4.4,0.0,0.0,0.0,-4.03,-1.4,-2.38,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,238.0,500.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,35.0,7.0,3.0,0.0,0.0,1.6,5.25,13.46,2.88,1.1,0.0,0.0,-0.7,-2.99,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,275.0,493.0,786.0,1642.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,9.0,54.0,21.0,9.0,0.0,2.38,4.87,7.9,21.68,8.64,3.3,0.0,-1.04,-4.32,-3.5,-2.1,-1.05,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,281.0,424.0,655.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,12.0,0.0,0.0,0.0,2.78,4.15,7.91,4.4,0.0,0.0,0.0,-2.87,-2.99,-3.62,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,0.0,322.0,355.0,1052.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,52.0,8.0,0.0,0.0,0.0,3.04,3.4,14.63,2.2,0.0,0.0,0.0,-4.03,-1.75,-1.59,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,420.0,352.0,654.0,983.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,29.0,63.0,5.0,0.0,0.0,4.26,3.46,7.38,13.88,1.1,0.0,0.0,-4.86,-3.22,-2.1,-0.35,0.0,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,414.0,582.0,587.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,31.0,30.0,0.0,0.0,0.0,3.8,6.72,7.14,6.6,0.0,0.0,0.0,-3.11,-2.24,-1.89,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,411.0,425.0,795.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,39.0,58.0,39.0,15.0,0.0,3.92,4.1,8.76,12.88,8.64,3.3,0.0,-4.5,-2.59,-3.29,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,256.0,572.0,928.0,1764.0,1338.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,48.0,42.0,18.0,0.0,1.72,5.88,9.26,21.36,17.28,6.6,0.0,-0.71,-2.94,-4.2,-4.2,-2.1,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,273.0,495.0,789.0,1104.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,32.0,21.0,9.0,0.0,2.42,4.83,8.39,13.58,8.64,3.3,0.0,-2.02,-3.34,-4.04,-2.94,-1.05,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,0.0,256.0,493.0,1029.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,32.0,24.0,0.0,0.0,0.0,2.28,4.87,12.98,8.8,0.0,0.0,0.0,-1.52,-4.32,-1.78,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,254.0,352.0,654.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,13.0,32.0,0.0,0.0,0.0,2.27,3.46,7.38,11.7,0.0,0.0,0.0,-2.3,-3.22,-2.1,-0.84,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,266.0,424.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,19.0,14.0,6.0,0.0,0.0,2.04,4.12,8.22,5.76,2.2,0.0,0.0,-0.68,-3.08,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,273.0,496.0,1115.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,7.0,3.0,0.0,0.0,2.42,4.78,14.92,2.88,1.1,0.0,0.0,-2.02,-2.94,-1.08,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,0.0,272.0,501.0,1053.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,38.0,6.0,0.0,0.0,0.0,2.47,5.2,14.58,2.2,0.0,0.0,0.0,-2.42,-2.59,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,333.0,353.0,968.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,42.0,32.0,0.0,0.0,0.0,2.84,3.44,12.62,8.8,0.0,0.0,0.0,-2.89,-2.73,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,351.0,500.0,961.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,39.0,40.0,0.0,0.0,0.0,3.51,5.22,12.27,11.0,0.0,0.0,0.0,-3.62,-3.08,-2.64,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,0.0,272.0,501.0,1034.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,26.0,44.0,0.0,0.0,0.0,2.47,5.2,12.88,16.1,0.0,0.0,0.0,-2.42,-2.59,-2.1,-0.84,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,273.0,498.0,953.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,18.0,57.0,0.0,0.0,0.0,2.45,5.29,11.36,20.9,0.0,0.0,0.0,-1.93,-3.97,-2.45,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,273.0,495.0,788.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,30.0,21.0,9.0,0.0,2.42,4.83,8.41,12.88,8.64,3.3,0.0,-2.02,-3.34,-4.53,-2.1,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,353.0,499.0,586.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,25.0,12.0,0.0,0.0,0.0,3.44,5.27,7.16,3.3,0.0,0.0,0.0,-2.73,-3.48,-2.38,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,414.0,582.0,591.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,31.0,35.0,10.0,0.0,0.0,0.0,3.8,6.72,7.58,2.2,0.0,0.0,0.0,-3.11,-2.24,-2.03,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,283.0,421.0,713.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,54.0,0.0,0.0,0.0,2.74,4.18,7.29,19.8,0.0,0.0,0.0,-1.89,-4.55,-4.04,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,0.0,283.0,421.0,578.0,982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,8.0,38.0,0.0,0.0,0.0,2.74,4.21,6.28,13.9,0.0,0.0,0.0,-1.89,-4.46,-2.1,-0.84,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,256.0,571.0,852.0,1764.0,1338.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,48.0,42.0,18.0,0.0,1.72,5.93,8.16,21.36,17.28,6.6,0.0,-0.71,-3.34,-4.2,-4.2,-2.1,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,245.0,425.0,865.0,1262.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,17.0,39.0,21.0,9.0,0.0,1.93,4.1,9.49,16.18,8.64,3.3,0.0,-1.94,-2.59,-4.04,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,332.0,355.0,719.0,1034.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,24.0,44.0,30.0,12.0,0.0,2.86,3.4,7.66,12.88,8.64,3.3,0.0,-3.38,-1.75,-3.29,-2.1,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,263.0,425.0,1038.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,29.0,33.0,0.0,0.0,0.0,2.11,4.1,13.32,12.1,0.0,0.0,0.0,-2.14,-2.59,-2.24,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,332.0,426.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,72.0,0.0,0.0,0.0,0.0,2.95,4.08,19.8,0.0,0.0,0.0,0.0,-3.35,-2.1,0.0,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,0.0,263.0,425.0,1049.0,451.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,16.0,3.0,0.0,0.0,2.11,4.1,14.14,6.18,1.1,0.0,0.0,-2.14,-2.59,-1.05,-0.35,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,265.0,567.0,1500.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,57.0,9.0,0.0,0.0,0.0,2.06,5.46,20.84,3.3,0.0,0.0,0.0,-1.17,-3.29,-0.73,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,274.0,566.0,1181.0,1110.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,33.0,33.0,21.0,9.0,0.0,2.4,5.48,14.66,13.98,8.64,3.3,0.0,-1.53,-3.78,-2.45,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,265.0,567.0,989.0,1764.0,1338.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,18.0,48.0,42.0,18.0,0.0,2.06,5.46,9.62,21.36,17.28,6.6,0.0,-1.17,-3.29,-4.58,-4.2,-2.1,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,0.0,272.0,423.0,1044.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,30.0,30.0,0.0,0.0,0.0,2.54,4.14,13.72,11.0,0.0,0.0,0.0,-2.47,-3.57,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,247.0,499.0,1039.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0,33.0,0.0,0.0,0.0,1.94,5.24,13.3,12.1,0.0,0.0,0.0,-1.06,-3.57,-1.75,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,247.0,567.0,1485.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,48.0,36.0,0.0,0.0,0.0,1.94,5.46,19.58,13.2,0.0,0.0,0.0,-1.16,-3.29,-1.78,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-no2_1_smi1_1_s_1,0.0,411.0,424.0,720.0,1104.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,34.0,62.0,39.0,15.0,0.0,3.92,4.15,7.64,13.58,8.64,3.3,0.0,-4.5,-2.99,-2.8,-2.94,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,0.0,385.0,496.0,1429.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,86.0,45.0,0.0,0.0,0.0,3.44,4.78,19.64,9.9,0.0,0.0,0.0,-3.64,-2.94,-1.05,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,0.0,228.0,571.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,54.0,0.0,0.0,0.0,0.0,1.87,5.93,19.8,0.0,0.0,0.0,0.0,-1.55,-3.34,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,342.0,280.0,568.0,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,10.0,72.0,0.0,0.0,0.0,3.18,2.8,5.44,19.8,0.0,0.0,0.0,-3.25,-3.36,-2.8,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,0.0,273.0,496.0,1107.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,32.0,33.0,0.0,0.0,0.0,2.42,4.78,14.07,12.1,0.0,0.0,0.0,-2.02,-2.94,-3.48,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,248.0,566.0,1439.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,54.0,9.0,0.0,0.0,0.0,1.92,5.48,20.48,3.3,0.0,0.0,0.0,-0.67,-3.78,-0.35,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,281.0,495.0,1121.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,41.0,6.0,0.0,0.0,0.0,2.78,4.83,15.38,2.2,0.0,0.0,0.0,-2.87,-3.34,-2.83,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,0.0,332.0,355.0,978.0,223.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,48.0,10.0,4.0,0.0,0.0,2.86,3.4,13.46,2.88,1.1,0.0,0.0,-3.38,-1.75,-0.7,-0.35,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,0.0,351.0,500.0,966.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,42.0,28.0,0.0,0.0,0.0,3.51,5.22,12.69,7.7,0.0,0.0,0.0,-3.62,-3.08,-2.29,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,0.0,257.0,493.0,1044.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,32.0,24.0,0.0,0.0,0.0,2.26,4.84,13.72,8.8,0.0,0.0,0.0,-1.03,-4.41,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,0.0,256.0,500.0,963.0,907.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,26.0,34.0,3.0,0.0,0.0,1.72,5.25,12.2,12.78,1.1,0.0,0.0,-0.71,-2.99,-1.75,-0.35,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,419.0,431.0,977.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,62.0,5.0,0.0,0.0,0.0,4.35,4.5,13.48,1.1,0.0,0.0,0.0,-5.4,-1.75,-1.19,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,273.0,566.0,1422.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,48.0,27.0,0.0,0.0,0.0,2.42,5.51,19.29,9.9,0.0,0.0,0.0,-2.02,-3.69,-2.29,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,0.0,273.0,496.0,1169.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,32.0,42.0,0.0,0.0,0.0,2.42,4.78,14.41,15.4,0.0,0.0,0.0,-2.02,-2.94,-3.37,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,413.0,506.0,591.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,26.0,35.0,10.0,0.0,0.0,0.0,3.83,5.62,7.58,2.2,0.0,0.0,0.0,-3.69,-2.24,-2.03,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_iodide_1_smi1_1_s_1,0.0,219.0,354.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,19.0,14.0,6.0,0.0,0.0,1.38,3.42,8.22,5.76,2.2,0.0,0.0,-0.79,-2.24,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,0.0,274.0,567.0,1500.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,48.0,36.0,0.0,0.0,0.0,2.4,5.46,20.32,13.2,0.0,0.0,0.0,-1.53,-3.29,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,0.0,245.0,425.0,1049.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,35.0,17.0,0.0,0.0,0.0,1.93,4.1,14.14,6.2,0.0,0.0,0.0,-1.94,-2.59,-1.05,-0.84,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,0.0,246.0,572.0,1444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,57.0,0.0,0.0,0.0,0.0,1.96,5.88,20.9,0.0,0.0,0.0,0.0,-1.55,-2.94,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,0.0,282.0,423.0,789.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,19.0,30.0,0.0,0.0,0.0,2.76,4.14,8.91,11.0,0.0,0.0,0.0,-2.38,-3.57,-3.37,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,0.0,237.0,354.0,664.0,446.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,19.0,14.0,6.0,0.0,0.0,1.57,3.42,8.22,5.76,2.2,0.0,0.0,-1.09,-2.24,-1.4,-0.7,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_fluoride_1_smi1_1_s_1,0.0,341.0,353.0,968.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,42.0,32.0,0.0,0.0,0.0,3.29,3.44,12.62,8.8,0.0,0.0,0.0,-3.71,-2.73,-1.4,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,0.0,271.0,425.0,790.0,1262.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,14.0,39.0,21.0,9.0,0.0,2.56,4.1,8.34,16.18,8.64,3.3,0.0,-2.96,-2.59,-3.64,-2.1,-1.05,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-cch_1_smi1_1_s_1,0.0,266.0,495.0,796.0,1105.0,745.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,17.0,31.0,24.0,9.0,0.0,2.04,4.83,8.74,13.56,9.74,3.3,0.0,-0.68,-3.34,-2.8,-2.45,-1.05,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,0.0,264.0,501.0,791.0,1332.0,669.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,14.0,41.0,21.0,9.0,0.0,2.08,5.2,8.32,16.88,8.64,3.3,0.0,-1.56,-2.59,-3.15,-2.94,-1.05,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,0.0,264.0,501.0,1039.0,907.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,29.0,34.0,3.0,0.0,0.0,2.11,5.2,13.3,12.78,1.1,0.0,0.0,-1.57,-2.59,-1.75,-0.35,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,0.0,272.0,352.0,728.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,14.0,36.0,0.0,0.0,0.0,2.45,3.46,8.55,13.2,0.0,0.0,0.0,-2.5,-3.22,-2.99,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,0.0,256.0,495.0,1049.0,451.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,35.0,16.0,3.0,0.0,0.0,2.28,4.8,14.14,6.18,1.1,0.0,0.0,-1.52,-3.43,-1.05,-0.35,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,0.0,352.0,571.0,1047.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,52.0,8.0,0.0,0.0,0.0,3.46,5.93,14.21,2.2,0.0,0.0,0.0,-3.22,-3.34,-1.94,0.0,0.0,0.0
