id,Z-0_FD_AB,Z-1_FD_AB,Z-2_FD_AB,Z-3_FD_AB,Z-4_FD_AB,Z-5_FD_AB,Z-6_FD_AB,I-0_FD_AB,I-1_FD_AB,I-2_FD_AB,I-3_FD_AB,I-4_FD_AB,I-5_FD_AB,I-6_FD_AB,T-0_FD_AB,T-1_FD_AB,T-2_FD_AB,T-3_FD_AB,T-4_FD_AB,T-5_FD_AB,T-6_FD_AB,S-0_FD_AB,S-1_FD_AB,S-2_FD_AB,S-3_FD_AB,S-4_FD_AB,S-5_FD_AB,S-6_FD_AB,chi-0_FD_AB,chi-1_FD_AB,chi-2_FD_AB,chi-3_FD_AB,chi-4_FD_AB,chi-5_FD_AB,chi-6_FD_AB
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2406.6,4203.2,7105.9,7393.6,7843.7,6710.8,4414.4,-68.4,-131.8,-199.1,-247.4,-322.3,-369.2,-346.6,531.6,744.2,1138.9,1168.6,1546.7,1835.8,1300.4,-180.983,-338.727,-491.505,-705.277,-794.553,-1096.948,-1375.716,445.057,709.683,1037.415,1390.193,1622.397,2175.782,2396.544
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1880.6,3311.1,4939.5,3448.9,1906.1,931.7,132.3,-30.4,-63.9,-100.5,-103.1,-97.9,-52.3,-20.7,311.6,374.1,520.5,325.9,430.1,409.7,42.3,-88.227,-189.553,-240.406,-361.04,-265.278,-325.469,-287.405,245.913,430.607,518.924,711.55,522.432,647.671,479.125
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1,1832.6,2720.7,4227.3,6684.0,4436.7,1657.9,1119.4,-33.4,-63.3,-86.7,-105.0,-120.3,-85.1,-74.6,356.6,440.7,597.3,594.0,455.7,550.9,525.4,-106.572,-215.772,-261.253,-311.063,-367.336,-330.182,-376.786,304.068,525.228,640.937,712.417,792.914,711.928,711.194
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,2014.4,3023.0,5116.5,5246.0,2201.3,888.0,432.7,-34.6,-79.0,-112.5,-157.0,-138.7,-66.0,-26.3,403.4,545.0,733.5,791.0,575.3,393.0,162.7,-105.57,-242.615,-331.789,-469.746,-562.495,-418.701,-273.609,295.89,548.245,719.021,977.964,1065.815,762.639,512.091
ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,1604.5,2731.7,4279.4,2257.2,1393.4,636.6,184.9,-27.5,-58.3,-88.6,-91.8,-64.6,-50.4,-16.1,272.5,373.7,553.4,352.2,298.4,210.6,64.9,-81.993,-161.968,-240.066,-385.32,-262.848,-231.444,-151.084,230.307,367.412,547.794,757.83,548.262,412.746,262.976
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1596.4,2895.8,5655.5,1727.6,1434.9,-19.8,0.0,-29.6,-59.2,-104.5,-129.4,-131.1,-19.8,0.0,312.4,414.8,693.5,452.6,462.9,-19.8,0.0,-91.945,-193.124,-258.629,-543.963,-412.702,-429.704,0.0,240.515,412.366,563.221,958.767,723.518,692.956,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1842.5,2695.0,4048.1,7117.4,2510.7,2524.3,2242.0,-38.5,-68.0,-94.9,-130.6,-162.3,-160.7,-101.0,417.5,508.0,727.1,841.4,737.7,757.3,931.0,-127.652,-258.247,-293.491,-398.388,-554.981,-551.946,-504.311,361.318,626.963,735.779,933.372,1143.409,1160.604,1129.999
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1562.7,2680.5,5830.0,1709.4,1794.4,802.6,0.0,-30.3,-55.5,-95.0,-129.6,-137.6,-52.4,0.0,317.7,424.5,721.0,494.4,570.4,-52.4,0.0,-97.711,-203.224,-253.381,-557.824,-422.744,-498.694,0.0,260.849,460.466,599.699,1032.776,756.286,818.906,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1758.9,2765.6,5020.8,5032.5,2431.8,2507.7,908.7,-35.1,-63.4,-100.2,-130.5,-160.2,-138.3,-66.3,402.9,500.6,763.8,700.5,724.8,872.7,140.7,-119.358,-251.748,-296.638,-493.368,-507.92,-533.149,-658.256,330.252,591.852,709.652,1022.742,1022.23,1066.181,1107.844
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2561.9,4783.3,7088.9,7513.4,8244.3,6560.5,3863.9,-66.1,-130.7,-201.1,-244.6,-311.7,-351.5,-321.1,527.9,739.3,1118.9,1129.4,1461.3,1763.5,1253.9,-176.481,-332.46,-492.88,-699.517,-773.915,-1053.279,-1328.517,436.419,696.63,1021.01,1353.503,1566.835,2056.671,2303.703
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_bromide_1_smi1_1_s_1,2042.0,3588.3,4242.5,2684.3,1156.7,372.3,50.2,-37.0,-89.7,-110.5,-108.7,-67.3,-26.7,-3.8,287.0,474.3,519.5,356.3,250.7,93.3,5.2,-79.187,-172.491,-250.428,-275.018,-220.535,-146.314,-45.762,218.713,401.019,567.882,536.812,433.495,276.776,82.938
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1836.5,2778.8,3902.8,5903.7,2870.2,1543.3,1118.8,-35.5,-68.2,-96.2,-114.3,-129.8,-103.7,-75.2,360.5,453.8,617.8,638.7,557.2,541.3,524.8,-108.325,-217.071,-275.872,-337.629,-408.513,-418.906,-381.571,302.465,508.899,636.098,731.331,815.547,816.554,717.749
ir_tbp_1_dft-sime_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2315.7,3220.3,4207.5,7368.9,3032.4,1647.1,1266.6,-42.3,-91.7,-112.5,-161.1,-231.6,-140.9,-53.4,485.7,652.3,919.5,1182.9,842.4,549.1,738.6,-129.631,-296.797,-352.605,-496.811,-766.209,-528.848,-377.21,374.249,715.283,889.935,1144.249,1483.671,967.372,795.01
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1841.6,3603.8,5861.8,2581.3,1093.6,-17.5,0.0,-27.4,-59.2,-105.2,-121.7,-94.4,-17.5,0.0,308.6,408.8,674.8,418.3,391.6,-17.5,0.0,-84.84,-184.417,-253.926,-517.592,-380.09,-352.809,0.0,231.69,402.683,551.934,933.358,677.23,565.731,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,2122.0,2932.1,3502.0,4545.2,1949.5,923.5,447.4,-41.0,-82.9,-98.0,-131.8,-144.5,-78.5,-29.6,337.0,475.1,604.0,672.2,467.5,233.5,168.4,-99.267,-208.241,-253.64,-336.065,-424.339,-287.494,-174.519,282.423,518.029,640.36,757.525,851.321,520.886,331.911
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_fluoride_1_smi1_1_s_1,1798.9,2623.0,4213.9,2079.8,836.2,401.8,-6.4,-28.1,-62.0,-85.1,-101.2,-51.8,-30.2,-6.4,277.9,376.0,559.9,279.8,257.2,158.8,-6.4,-75.159,-164.318,-221.169,-393.203,-180.56,-180.925,-99.568,218.271,386.692,520.431,768.967,359.02,331.805,155.582
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,2202.7,3626.6,5286.0,6766.1,6797.8,4850.6,3208.7,-59.3,-117.4,-162.0,-190.9,-222.2,-255.4,-241.3,456.7,692.6,984.0,1009.1,1229.8,1274.6,1000.7,-160.212,-286.152,-451.006,-535.436,-623.166,-822.971,-878.84,415.428,643.278,1015.814,1154.014,1424.904,1737.139,1631.14
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1820.0,3020.6,4934.3,5429.6,2418.9,1739.1,792.7,-37.0,-72.4,-114.7,-150.4,-170.1,-126.9,-53.3,395.0,521.6,671.3,824.6,714.9,587.1,360.7,-117.778,-241.607,-333.501,-444.815,-634.133,-571.6,-437.207,316.652,535.303,692.949,906.625,1197.187,1076.39,805.873
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-co_1_chloride_1_smi1_1_s_1,2875.4,4812.2,7645.5,10968.5,13033.2,10428.4,7817.2,-91.6,-179.8,-253.5,-317.5,-412.8,-533.6,-516.8,670.4,1026.2,1492.5,1626.5,2125.2,2436.4,2435.2,-237.192,-426.115,-667.732,-803.141,-985.007,-1427.61,-1666.06,584.628,919.655,1463.468,1696.699,2210.173,2938.83,3253.52
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1678.7,2338.0,3741.8,5009.2,2067.5,1389.6,926.5,-31.3,-59.0,-80.2,-96.8,-104.5,-77.4,-45.5,328.7,391.0,504.8,503.2,429.5,531.6,386.5,-98.59,-202.683,-226.381,-270.753,-327.31,-308.802,-347.134,287.24,503.577,564.809,636.477,722.3,664.428,701.096
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,2255.5,3676.0,5562.8,6997.3,7002.5,5498.3,4116.8,-66.5,-119.0,-167.2,-214.7,-266.5,-318.7,-284.2,443.5,673.0,972.8,1012.3,1227.5,1277.3,996.8,-163.704,-281.221,-436.355,-537.986,-655.954,-865.947,-910.497,411.006,639.389,989.875,1126.804,1428.146,1749.003,1701.903
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1655.4,2779.6,4761.3,2476.0,1785.5,1000.7,301.9,-36.6,-67.4,-101.7,-122.0,-125.5,-85.3,-25.1,275.4,376.6,576.3,394.0,399.5,223.7,73.9,-94.077,-173.888,-248.637,-417.322,-333.169,-352.561,-180.886,240.423,376.342,545.193,774.098,603.371,626.759,321.254
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1950.5,3557.9,4805.7,4195.3,2477.4,1066.5,-27.6,-29.5,-63.1,-96.3,-109.7,-93.6,-67.5,-27.6,324.5,416.9,635.7,523.3,461.4,445.5,-27.6,-90.634,-188.97,-248.364,-415.982,-354.923,-340.889,-344.271,261.506,435.99,580.086,852.868,753.967,662.161,523.239
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1948.8,3182.8,5445.7,7195.8,3120.0,2567.3,1441.4,-40.2,-81.2,-125.3,-175.2,-207.0,-183.7,-88.6,469.8,590.8,822.7,1069.8,996.0,1019.3,757.4,-138.577,-290.472,-369.319,-526.313,-775.535,-775.128,-744.631,371.813,634.608,793.991,1099.147,1464.805,1469.352,1382.879
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,1894.6,3163.0,5051.3,6856.6,2860.8,2158.6,977.3,-37.4,-74.0,-117.7,-163.4,-187.2,-160.4,-57.7,460.6,622.0,854.3,1027.6,805.8,676.6,563.3,-128.552,-277.633,-383.147,-538.258,-748.374,-656.216,-511.073,350.008,626.537,843.403,1136.132,1426.206,1250.404,954.307
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2139.6,3096.3,3999.5,3382.1,1727.3,795.4,346.0,-44.4,-92.7,-116.5,-145.9,-120.7,-68.6,-26.0,309.6,447.3,570.5,481.1,365.3,231.4,112.0,-94.911,-195.963,-264.539,-353.839,-311.197,-239.777,-153.165,250.599,453.717,575.881,677.651,584.573,429.403,280.305
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,2421.8,3879.5,6022.6,9212.3,7909.0,6585.4,5988.6,-68.2,-125.5,-178.4,-234.7,-305.0,-377.6,-338.4,549.8,762.5,1111.6,1280.3,1573.0,1761.4,1776.6,-188.784,-346.144,-478.146,-606.282,-801.453,-1090.051,-1181.293,487.386,783.686,1088.724,1325.268,1742.097,2228.849,2409.437
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1544.7,2137.6,3175.9,3208.9,1373.8,874.7,457.3,-27.3,-49.4,-64.1,-70.1,-66.2,-43.3,-28.7,236.7,304.6,343.9,277.9,275.8,310.7,169.3,-76.741,-140.88,-174.198,-180.093,-185.777,-182.293,-194.455,230.429,372.06,431.952,418.287,437.413,408.347,373.265
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1757.9,2711.4,3506.2,2754.3,1159.2,564.6,175.6,-33.1,-69.6,-87.8,-98.7,-70.8,-38.4,-13.4,254.9,389.4,467.2,345.3,250.2,171.6,58.6,-79.057,-153.606,-224.031,-259.396,-216.647,-167.17,-102.0,220.223,372.714,523.329,516.944,439.573,323.63,183.57
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_fluoride_1_smi1_1_s_1,1705.4,2318.6,4154.2,1987.5,768.5,403.9,-6.4,-25.6,-54.4,-72.8,-97.5,-47.5,-28.1,-6.4,280.4,383.6,572.2,283.5,261.5,160.9,-6.4,-76.976,-170.753,-212.091,-393.883,-179.453,-178.802,-99.556,230.974,427.447,540.399,782.807,371.017,333.928,155.594
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1928.4,2929.4,4885.0,4300.7,1844.0,1298.2,552.6,-33.6,-73.6,-110.0,-127.3,-124.0,-72.8,-35.4,404.4,553.4,757.0,670.7,578.0,548.2,240.6,-107.596,-246.795,-313.172,-422.892,-441.516,-388.643,-358.148,313.664,605.925,747.238,911.568,898.884,791.857,660.922
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_iodide_1_smi1_1_s_1,2168.6,3875.1,5264.6,4285.7,1718.0,482.3,151.1,-33.4,-69.9,-99.4,-121.3,-76.0,-39.7,-10.9,278.6,368.1,575.6,298.7,260.0,188.3,16.1,-78.129,-159.283,-221.217,-386.716,-207.879,-195.78,-130.515,216.711,371.897,510.633,726.854,376.371,347.52,238.575
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2146.2,2957.3,3607.6,4824.6,2102.3,1047.8,540.5,-43.8,-87.7,-103.4,-143.4,-156.7,-89.2,-41.5,340.2,470.3,628.6,702.6,491.3,249.8,198.5,-103.697,-214.704,-260.702,-354.403,-453.449,-305.132,-192.55,287.383,522.486,663.238,774.077,906.781,554.398,349.91
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1590.8,2506.0,4426.9,2252.0,1180.7,571.0,168.1,-29.2,-59.0,-85.1,-94.0,-76.3,-53.0,-11.9,258.8,337.0,514.9,293.0,322.7,199.0,18.1,-80.845,-159.81,-217.137,-367.72,-236.081,-263.931,-144.831,222.575,360.84,514.413,721.7,470.239,454.329,265.269
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1782.2,2851.7,3646.5,2562.2,1333.2,843.0,254.9,-38.8,-73.3,-97.5,-119.8,-100.8,-57.0,-15.1,249.2,391.7,496.5,393.2,292.2,159.0,35.9,-86.365,-157.045,-232.957,-294.244,-275.94,-210.47,-96.954,231.665,378.575,538.553,575.276,541.44,425.68,194.106
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1988.3,3410.8,4921.9,5154.4,2992.6,1630.3,301.8,-30.7,-66.2,-103.1,-110.6,-121.4,-100.7,-43.2,395.3,473.8,706.9,600.4,592.6,823.3,163.8,-107.309,-238.186,-294.175,-460.182,-416.659,-436.719,-610.369,306.961,547.484,678.245,979.398,882.911,869.871,1017.761
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,1692.6,2757.1,4767.0,2852.7,1485.1,659.6,194.7,-32.4,-65.9,-99.0,-108.3,-86.9,-57.4,-18.3,267.6,354.1,525.0,287.7,330.1,218.6,71.7,-82.265,-160.657,-228.058,-364.403,-242.013,-274.797,-162.219,214.525,339.293,490.412,671.227,452.517,469.593,278.631
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2212.8,3427.0,4998.7,3687.8,2017.5,1082.6,314.9,-46.2,-101.0,-143.3,-182.2,-157.5,-96.4,-48.1,373.8,505.0,774.7,603.8,493.5,437.6,113.9,-110.895,-240.48,-318.963,-550.83,-420.181,-370.042,-344.958,282.615,508.8,665.427,1015.8,720.509,634.778,547.392
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,2531.5,4775.7,6973.3,6990.6,7751.0,6148.5,3264.8,-63.5,-129.3,-193.7,-230.4,-268.0,-304.5,-290.2,488.5,716.7,1090.3,1047.6,1289.0,1468.5,996.8,-163.049,-306.699,-474.545,-675.36,-708.853,-914.591,-1120.244,402.301,636.891,992.125,1312.53,1457.537,1781.269,1870.906
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_iodide_1_smi1_1_s_1,2128.3,3898.9,4846.6,3461.6,1802.3,708.4,181.8,-40.7,-97.1,-121.4,-123.4,-84.7,-47.6,-13.2,301.3,490.9,562.6,392.6,305.3,156.4,43.8,-86.676,-184.117,-271.653,-304.51,-251.099,-191.627,-87.401,227.214,409.103,602.187,568.46,473.011,346.813,161.539
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2139.0,4146.4,6578.0,5907.9,3539.2,1632.0,232.2,-39.0,-83.6,-145.0,-185.1,-219.8,-141.0,-37.8,447.0,570.4,833.0,936.9,932.2,723.0,124.2,-125.066,-272.099,-379.19,-609.406,-758.619,-793.45,-611.296,324.034,557.281,739.24,1143.644,1346.061,1392.02,1017.884
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1488.0,2605.4,5329.3,1468.6,1397.4,-17.4,0.0,-27.0,-49.6,-91.7,-118.4,-114.6,-17.4,0.0,309.0,418.4,688.3,421.6,371.4,-17.4,0.0,-90.888,-193.759,-250.833,-536.082,-378.631,-352.787,0.0,244.782,445.511,585.177,975.948,702.449,565.753,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2252.7,3663.2,5658.9,7319.5,6935.4,5363.2,3840.3,-66.3,-125.8,-176.1,-216.5,-276.6,-330.8,-299.7,479.7,690.2,969.9,1064.5,1367.4,1520.2,1275.3,-174.276,-311.11,-453.215,-544.534,-697.532,-962.52,-1087.397,433.554,675.11,972.145,1118.456,1467.418,1892.82,1986.283
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,2603.1,4852.3,6902.9,5868.1,3030.9,892.4,-17.4,-45.9,-109.7,-177.1,-248.9,-236.1,-106.6,-17.4,476.1,682.3,1064.9,1101.1,789.9,379.4,-17.4,-123.609,-287.588,-427.37,-773.843,-821.454,-662.503,-352.779,322.161,597.832,854.38,1459.177,1384.716,1085.207,565.761
ir_tbp_1_dft-ime_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,1887.0,2574.0,3551.5,4728.9,2396.8,701.1,447.4,-33.0,-66.0,-75.5,-101.1,-99.2,-48.9,-29.6,291.0,378.0,500.5,504.9,320.8,263.1,168.4,-86.221,-175.388,-204.177,-263.531,-302.152,-204.28,-174.53,252.389,439.342,528.813,604.189,638.228,390.62,331.9
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2183.1,3906.2,6932.0,3214.5,2193.4,610.7,-14.3,-39.9,-95.8,-169.0,-223.5,-176.6,-58.3,-14.3,482.1,762.2,1208.0,943.5,819.4,310.7,-14.3,-122.668,-295.22,-413.416,-768.313,-657.606,-624.081,-256.483,334.082,667.72,902.294,1377.977,1207.884,1072.269,406.907
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-iacn_1_bromide_1_smi1_1_s_1,1941.4,3450.0,5101.8,4330.1,2413.1,972.4,300.7,-32.6,-66.0,-100.2,-106.9,-94.9,-71.6,-29.3,291.4,348.0,517.8,334.1,394.1,414.4,72.7,-88.307,-176.829,-227.147,-351.116,-257.132,-309.312,-311.079,241.783,396.081,506.713,690.544,523.528,573.168,539.181
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,2273.6,3695.3,5560.6,7567.2,7200.3,5472.7,4013.5,-69.4,-129.7,-184.4,-223.8,-281.7,-344.3,-318.5,488.6,704.3,997.6,1066.2,1338.3,1461.7,1292.5,-178.821,-319.367,-476.285,-564.556,-698.629,-958.27,-1066.969,436.869,684.313,1014.385,1152.224,1468.571,1878.47,1940.081
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2315.7,3495.0,3944.6,3153.4,1636.3,750.0,291.5,-48.3,-114.0,-135.4,-164.6,-118.7,-66.0,-23.5,341.7,549.0,683.6,537.4,370.3,201.0,81.5,-100.056,-223.659,-313.275,-397.773,-328.484,-226.472,-124.877,261.264,501.141,705.105,739.227,611.896,400.828,224.443
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1807.8,2916.1,3922.7,2861.5,1438.5,949.1,304.4,-40.2,-77.9,-109.3,-132.5,-115.5,-64.9,-19.6,283.8,435.1,553.7,449.5,337.5,208.1,52.4,-93.662,-182.007,-269.819,-339.308,-319.908,-251.795,-133.314,244.738,424.503,587.551,643.132,604.632,499.615,257.376
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1843.1,2334.3,3264.6,4598.1,1616.7,765.9,511.4,-28.9,-59.7,-68.4,-93.9,-99.3,-44.1,-31.6,331.1,438.3,585.6,596.1,362.7,315.9,208.4,-89.845,-196.637,-236.345,-307.835,-374.315,-215.186,-204.657,275.975,508.153,625.255,717.205,800.905,435.574,394.713
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1800.8,3065.1,4731.5,2252.7,1519.7,1023.8,83.0,-38.2,-72.9,-113.5,-147.3,-121.3,-53.2,-7.0,297.8,452.1,687.5,461.7,247.7,96.8,-7.0,-92.857,-189.278,-272.783,-475.43,-356.461,-221.508,-64.701,240.863,433.522,620.497,867.07,625.169,419.922,103.239
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1622.0,2730.9,4709.0,2360.3,1436.2,666.3,184.9,-34.0,-65.1,-97.0,-117.7,-117.8,-65.7,-13.1,266.0,354.9,557.0,389.3,389.2,213.3,19.9,-89.701,-166.881,-230.835,-402.134,-330.812,-340.307,-159.24,230.999,358.419,512.325,720.376,580.138,576.463,291.87
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,2369.0,3851.5,6036.3,8897.5,7602.0,6027.7,4827.5,-67.0,-126.5,-176.7,-234.5,-303.0,-374.3,-317.5,551.0,797.5,1173.3,1298.5,1527.0,1662.7,1554.5,-187.15,-348.256,-500.063,-647.253,-831.143,-1090.28,-1168.306,481.85,783.794,1141.237,1389.777,1771.387,2177.02,2325.164
ir_tbp_1_dft-iz_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1872.5,2958.1,3733.6,3626.2,1826.0,1433.2,830.8,-41.5,-77.9,-109.4,-129.8,-127.0,-87.8,-42.2,294.5,429.1,532.6,485.2,425.0,326.2,155.8,-98.079,-185.936,-264.774,-310.871,-330.827,-292.496,-220.779,257.451,433.864,573.456,609.859,642.163,562.864,418.761
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1747.0,3245.2,5811.5,2690.1,1529.0,495.3,-11.9,-29.0,-66.8,-116.5,-123.9,-115.0,-44.7,-11.9,349.0,425.2,699.5,512.1,605.0,279.3,-11.9,-96.039,-209.555,-277.61,-538.85,-430.98,-496.173,-235.471,259.521,431.485,575.47,996.55,774.9,857.067,376.889
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,1791.0,2995.9,5001.0,5005.8,2438.7,1462.2,623.9,-39.0,-76.1,-117.0,-157.2,-168.3,-127.8,-57.1,375.0,523.9,705.0,808.8,650.7,427.2,248.9,-116.747,-232.539,-344.204,-473.459,-630.885,-553.294,-352.544,300.253,499.461,717.286,930.841,1155.975,963.806,604.786
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1627.3,2248.9,3528.4,4490.8,1836.4,1084.6,555.2,-31.7,-58.1,-71.6,-96.2,-92.6,-67.4,-44.8,274.3,349.9,492.4,467.8,357.4,346.6,198.2,-90.092,-168.487,-200.633,-263.892,-299.993,-263.74,-244.373,259.648,422.153,538.747,602.388,657.187,540.32,435.487
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1581.6,2886.1,5437.6,1677.9,1388.1,-17.5,0.0,-29.4,-56.9,-103.4,-125.1,-123.9,-17.5,0.0,306.6,411.1,676.6,414.9,362.1,-17.5,0.0,-88.987,-188.049,-257.112,-533.083,-387.981,-352.858,0.0,232.163,407.661,560.748,946.277,693.099,565.682,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1471.2,2196.4,4255.1,1836.4,998.0,485.1,-7.0,-25.8,-50.6,-73.9,-92.6,-64.0,-33.9,-7.0,256.2,345.4,496.1,258.4,314.0,176.1,-7.0,-80.181,-162.758,-207.51,-364.893,-214.471,-238.638,-110.459,228.369,390.532,504.99,704.727,446.159,443.592,173.041
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1841.4,2947.1,3933.8,3490.3,1563.6,1100.4,456.1,-39.6,-79.9,-116.2,-133.7,-128.4,-78.6,-29.9,320.4,451.1,564.8,520.3,459.6,374.4,168.1,-101.407,-204.75,-284.748,-341.494,-365.91,-325.154,-252.062,264.443,463.23,592.422,638.246,672.03,615.436,467.668
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2147.0,3141.0,5026.2,4304.6,1942.2,1084.8,-30.0,-40.0,-87.0,-118.8,-177.4,-163.8,-82.2,-30.0,398.0,549.0,871.2,773.6,580.2,487.8,-30.0,-112.072,-251.616,-301.737,-579.703,-510.383,-400.976,-381.947,311.678,585.144,736.863,1158.707,948.787,730.834,581.953
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_chloride_1_smi1_1_s_1,1822.1,3244.8,4886.9,2724.0,1359.7,518.0,-8.7,-28.9,-61.2,-93.1,-99.0,-83.3,-31.0,-8.7,277.1,358.8,509.9,276.0,354.7,179.0,-8.7,-79.374,-166.874,-225.63,-358.178,-237.632,-278.656,-112.231,221.586,381.496,500.52,690.922,450.958,530.474,171.269
